"Statistic Label","CensusYear","General Health","Sex","County and City","Age Group","UNIT","VALUE"
"Population","2011","General health - Very Bad","Male","Waterford City and County","30 - 34 years","Number","6"
"Population","2011","General health - Very Bad","Male","Waterford City and County","35 - 39 years","Number","5"
"Population","2011","General health - Very Bad","Male","Waterford City and County","40 - 44 years","Number","8"
"Population","2011","General health - Very Bad","Male","Waterford City and County","45 - 49 years","Number","10"
"Population","2011","General health - Very Bad","Male","Waterford City and County","50 - 54 years","Number","10"
"Population","2011","General health - Very Bad","Male","Waterford City and County","55 - 59 years","Number","16"
"Population","2011","General health - Very Bad","Male","Waterford City and County","60 - 64 years","Number","16"
"Population","2011","General health - Very Bad","Male","Waterford City and County","65 - 69 years","Number","18"
"Population","2011","General health - Very Bad","Male","Waterford City and County","70 - 74 years","Number","12"
"Population","2011","General health - Very Bad","Male","Waterford City and County","75 - 79 years","Number","13"
"Population","2011","General health - Very Bad","Male","Waterford City and County","80 - 84 years","Number","11"
"Population","2011","General health - Very Bad","Male","Waterford City and County","85 years and over","Number","8"
"Population","2011","General health - Very Bad","Male","Westmeath","All ages","Number","121"
"Population","2011","General health - Very Bad","Male","Westmeath","0 - 4 years","Number","3"
"Population","2011","General health - Very Bad","Male","Westmeath","5 - 9 years","Number","0"
"Population","2011","General health - Very Bad","Male","Westmeath","10 - 14 years","Number","0"
"Population","2011","General health - Very Bad","Male","Westmeath","15 - 19 years","Number","1"
"Population","2011","General health - Very Bad","Male","Westmeath","20 - 24 years","Number","4"
"Population","2011","General health - Very Bad","Male","Westmeath","25 - 29 years","Number","8"
"Population","2011","General health - Very Bad","Male","Westmeath","30 - 34 years","Number","3"
"Population","2011","General health - Very Bad","Male","Westmeath","35 - 39 years","Number","5"
"Population","2011","General health - Very Bad","Male","Westmeath","40 - 44 years","Number","5"
"Population","2011","General health - Very Bad","Male","Westmeath","45 - 49 years","Number","5"
"Population","2011","General health - Very Bad","Male","Westmeath","50 - 54 years","Number","9"
"Population","2011","General health - Very Bad","Male","Westmeath","55 - 59 years","Number","14"
"Population","2011","General health - Very Bad","Male","Westmeath","60 - 64 years","Number","12"
"Population","2011","General health - Very Bad","Male","Westmeath","65 - 69 years","Number","16"
"Population","2011","General health - Very Bad","Male","Westmeath","70 - 74 years","Number","12"
"Population","2011","General health - Very Bad","Male","Westmeath","75 - 79 years","Number","9"
"Population","2011","General health - Very Bad","Male","Westmeath","80 - 84 years","Number","7"
"Population","2011","General health - Very Bad","Male","Westmeath","85 years and over","Number","8"
"Population","2011","General health - Very Bad","Male","Wicklow","All ages","Number","140"
"Population","2011","General health - Very Bad","Male","Wicklow","0 - 4 years","Number","2"
"Population","2011","General health - Very Bad","Male","Wicklow","5 - 9 years","Number","1"
"Population","2011","General health - Very Bad","Male","Wicklow","10 - 14 years","Number","1"
"Population","2011","General health - Very Bad","Male","Wicklow","15 - 19 years","Number","3"
"Population","2011","General health - Very Bad","Male","Wicklow","20 - 24 years","Number","2"
"Population","2011","General health - Very Bad","Male","Wicklow","25 - 29 years","Number","3"
"Population","2011","General health - Very Bad","Male","Wicklow","30 - 34 years","Number","1"
"Population","2011","General health - Very Bad","Male","Wicklow","35 - 39 years","Number","6"
"Population","2011","General health - Very Bad","Male","Wicklow","40 - 44 years","Number","6"
"Population","2011","General health - Very Bad","Male","Wicklow","45 - 49 years","Number","8"
"Population","2011","General health - Very Bad","Male","Wicklow","50 - 54 years","Number","16"
"Population","2011","General health - Very Bad","Male","Wicklow","55 - 59 years","Number","14"
"Population","2011","General health - Very Bad","Male","Wicklow","60 - 64 years","Number","21"
"Population","2011","General health - Very Bad","Male","Wicklow","65 - 69 years","Number","15"
"Population","2011","General health - Very Bad","Male","Wicklow","70 - 74 years","Number","11"
"Population","2011","General health - Very Bad","Male","Wicklow","75 - 79 years","Number","15"
"Population","2011","General health - Very Bad","Male","Wicklow","80 - 84 years","Number","5"
"Population","2011","General health - Very Bad","Male","Wicklow","85 years and over","Number","10"
"Population","2011","General health - Very Bad","Male","Wexford","All ages","Number","196"
"Population","2011","General health - Very Bad","Male","Wexford","0 - 4 years","Number","5"
"Population","2011","General health - Very Bad","Male","Wexford","5 - 9 years","Number","2"
"Population","2011","General health - Very Bad","Male","Wexford","10 - 14 years","Number","3"
"Population","2011","General health - Very Bad","Male","Wexford","15 - 19 years","Number","5"
"Population","2011","General health - Very Bad","Male","Wexford","20 - 24 years","Number","5"
"Population","2011","General health - Very Bad","Male","Wexford","25 - 29 years","Number","3"
"Population","2011","General health - Very Bad","Male","Wexford","30 - 34 years","Number","8"
"Population","2011","General health - Very Bad","Male","Wexford","35 - 39 years","Number","12"
"Population","2011","General health - Very Bad","Male","Wexford","40 - 44 years","Number","10"
"Population","2011","General health - Very Bad","Male","Wexford","45 - 49 years","Number","8"
"Population","2011","General health - Very Bad","Male","Wexford","50 - 54 years","Number","11"
"Population","2011","General health - Very Bad","Male","Wexford","55 - 59 years","Number","23"
"Population","2011","General health - Very Bad","Male","Wexford","60 - 64 years","Number","23"
"Population","2011","General health - Very Bad","Male","Wexford","65 - 69 years","Number","17"
"Population","2011","General health - Very Bad","Male","Wexford","70 - 74 years","Number","20"
"Population","2011","General health - Very Bad","Male","Wexford","75 - 79 years","Number","16"
"Population","2011","General health - Very Bad","Male","Wexford","80 - 84 years","Number","12"
"Population","2011","General health - Very Bad","Male","Wexford","85 years and over","Number","13"
"Population","2011","General health - Very Bad","Female","State","All ages","Number","6506"
"Population","2011","General health - Very Bad","Female","State","0 - 4 years","Number","87"
"Population","2011","General health - Very Bad","Female","State","5 - 9 years","Number","63"
"Population","2011","General health - Very Bad","Female","State","10 - 14 years","Number","38"
"Population","2011","General health - Very Bad","Female","State","15 - 19 years","Number","63"
"Population","2011","General health - Very Bad","Female","State","20 - 24 years","Number","81"
"Population","2011","General health - Very Bad","Female","State","25 - 29 years","Number","120"
"Population","2011","General health - Very Bad","Female","State","30 - 34 years","Number","175"
"Population","2011","General health - Very Bad","Female","State","35 - 39 years","Number","221"
"Population","2011","General health - Very Bad","Female","State","40 - 44 years","Number","269"
"Population","2011","General health - Very Bad","Female","State","45 - 49 years","Number","387"
"Population","2011","General health - Very Bad","Female","State","50 - 54 years","Number","491"
"Population","2011","General health - Very Bad","Female","State","55 - 59 years","Number","555"
"Population","2011","General health - Very Bad","Female","State","60 - 64 years","Number","556"
"Population","2011","General health - Very Bad","Female","State","65 - 69 years","Number","571"
"Population","2011","General health - Very Bad","Female","State","70 - 74 years","Number","541"
"Population","2011","General health - Very Bad","Female","State","75 - 79 years","Number","621"
"Population","2011","General health - Very Bad","Female","State","80 - 84 years","Number","666"
"Population","2011","General health - Very Bad","Female","State","85 years and over","Number","1001"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","All ages","Number","667"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","0 - 4 years","Number","8"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","5 - 9 years","Number","7"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","10 - 14 years","Number","5"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","15 - 19 years","Number","5"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","20 - 24 years","Number","13"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","25 - 29 years","Number","13"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","30 - 34 years","Number","24"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","35 - 39 years","Number","22"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","40 - 44 years","Number","26"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","45 - 49 years","Number","39"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","50 - 54 years","Number","58"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","55 - 59 years","Number","57"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","60 - 64 years","Number","52"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","65 - 69 years","Number","50"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","70 - 74 years","Number","51"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","75 - 79 years","Number","72"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","80 - 84 years","Number","65"
"Population","2011","General health - Very Bad","Female","Cork City and Cork County","85 years and over","Number","100"
"Population","2011","General health - Very Bad","Female","Clare","All ages","Number","168"
"Population","2011","General health - Very Bad","Female","Clare","0 - 4 years","Number","5"
"Population","2011","General health - Very Bad","Female","Clare","5 - 9 years","Number","1"
"Population","2011","General health - Very Bad","Female","Clare","10 - 14 years","Number","0"
"Population","2011","General health - Very Bad","Female","Clare","15 - 19 years","Number","2"
"Population","2011","General health - Very Bad","Female","Clare","20 - 24 years","Number","2"
"Population","2011","General health - Very Bad","Female","Clare","25 - 29 years","Number","2"
"Population","2011","General health - Very Bad","Female","Clare","30 - 34 years","Number","2"
"Population","2011","General health - Very Bad","Female","Clare","35 - 39 years","Number","4"
"Population","2011","General health - Very Bad","Female","Clare","40 - 44 years","Number","6"
"Population","2011","General health - Very Bad","Female","Clare","45 - 49 years","Number","5"
"Population","2011","General health - Very Bad","Female","Clare","50 - 54 years","Number","11"
"Population","2011","General health - Very Bad","Female","Clare","55 - 59 years","Number","14"
"Population","2011","General health - Very Bad","Female","Clare","60 - 64 years","Number","17"
"Population","2011","General health - Very Bad","Female","Clare","65 - 69 years","Number","18"
"Population","2011","General health - Very Bad","Female","Clare","70 - 74 years","Number","18"
"Population","2011","General health - Very Bad","Female","Clare","75 - 79 years","Number","13"
"Population","2011","General health - Very Bad","Female","Clare","80 - 84 years","Number","15"
"Population","2011","General health - Very Bad","Female","Clare","85 years and over","Number","33"
"Population","2011","General health - Very Bad","Female","Cavan","All ages","Number","67"
"Population","2011","General health - Very Bad","Female","Cavan","0 - 4 years","Number","2"
"Population","2011","General health - Very Bad","Female","Cavan","5 - 9 years","Number","2"
"Population","2011","General health - Very Bad","Female","Cavan","10 - 14 years","Number","0"
"Population","2011","General health - Very Bad","Female","Cavan","15 - 19 years","Number","2"
"Population","2011","General health - Very Bad","Female","Cavan","20 - 24 years","Number","0"
"Population","2011","General health - Very Bad","Female","Cavan","25 - 29 years","Number","5"
"Population","2011","General health - Very Bad","Female","Cavan","30 - 34 years","Number","1"
"Population","2011","General health - Very Bad","Female","Cavan","35 - 39 years","Number","0"
"Population","2011","General health - Very Bad","Female","Cavan","40 - 44 years","Number","5"
"Population","2011","General health - Very Bad","Female","Cavan","45 - 49 years","Number","5"
"Population","2011","General health - Very Bad","Female","Cavan","50 - 54 years","Number","5"
"Population","2011","General health - Very Bad","Female","Cavan","55 - 59 years","Number","2"
"Population","2011","General health - Very Bad","Female","Cavan","60 - 64 years","Number","7"
"Population","2011","General health - Very Bad","Female","Cavan","65 - 69 years","Number","1"
"Population","2011","General health - Very Bad","Female","Cavan","70 - 74 years","Number","6"
"Population","2011","General health - Very Bad","Female","Cavan","75 - 79 years","Number","6"
"Population","2011","General health - Very Bad","Female","Cavan","80 - 84 years","Number","7"
"Population","2011","General health - Very Bad","Female","Cavan","85 years and over","Number","11"
"Population","2011","General health - Very Bad","Female","Carlow","All ages","Number","67"
"Population","2011","General health - Very Bad","Female","Carlow","0 - 4 years","Number","0"
"Population","2011","General health - Very Bad","Female","Carlow","5 - 9 years","Number","0"
"Population","2011","General health - Very Bad","Female","Carlow","10 - 14 years","Number","1"
"Population","2011","General health - Very Bad","Female","Carlow","15 - 19 years","Number","0"
"Population","2011","General health - Very Bad","Female","Carlow","20 - 24 years","Number","2"
"Population","2011","General health - Very Bad","Female","Carlow","25 - 29 years","Number","0"
"Population","2011","General health - Very Bad","Female","Carlow","30 - 34 years","Number","2"
"Population","2011","General health - Very Bad","Female","Carlow","35 - 39 years","Number","2"
"Population","2011","General health - Very Bad","Female","Carlow","40 - 44 years","Number","4"
"Population","2011","General health - Very Bad","Female","Carlow","45 - 49 years","Number","4"
"Population","2011","General health - Very Bad","Female","Carlow","50 - 54 years","Number","6"
"Population","2011","General health - Very Bad","Female","Carlow","55 - 59 years","Number","6"
"Population","2011","General health - Very Bad","Female","Carlow","60 - 64 years","Number","4"
"Population","2011","General health - Very Bad","Female","Carlow","65 - 69 years","Number","4"
"Population","2011","General health - Very Bad","Female","Carlow","70 - 74 years","Number","6"
"Population","2011","General health - Very Bad","Female","Carlow","75 - 79 years","Number","10"
"Population","2011","General health - Very Bad","Female","Carlow","80 - 84 years","Number","5"
"Population","2011","General health - Very Bad","Female","Carlow","85 years and over","Number","11"
"Population","2011","General health - Very Bad","Female","Dublin City","All ages","Number","1029"
"Population","2011","General health - Very Bad","Female","Dublin City","0 - 4 years","Number","8"
"Population","2011","General health - Very Bad","Female","Dublin City","5 - 9 years","Number","4"
"Population","2011","General health - Very Bad","Female","Dublin City","10 - 14 years","Number","3"
"Population","2011","General health - Very Bad","Female","Dublin City","15 - 19 years","Number","10"
"Population","2011","General health - Very Bad","Female","Dublin City","20 - 24 years","Number","13"
"Population","2011","General health - Very Bad","Female","Dublin City","25 - 29 years","Number","26"
"Population","2011","General health - Very Bad","Female","Dublin City","30 - 34 years","Number","33"
"Population","2011","General health - Very Bad","Female","Dublin City","35 - 39 years","Number","39"
"Population","2011","General health - Very Bad","Female","Dublin City","40 - 44 years","Number","40"
"Population","2011","General health - Very Bad","Female","Dublin City","45 - 49 years","Number","63"
"Population","2011","General health - Very Bad","Female","Dublin City","50 - 54 years","Number","76"
"Population","2011","General health - Very Bad","Female","Dublin City","55 - 59 years","Number","79"
"Population","2011","General health - Very Bad","Female","Dublin City","60 - 64 years","Number","92"
"Population","2011","General health - Very Bad","Female","Dublin City","65 - 69 years","Number","118"
"Population","2011","General health - Very Bad","Female","Dublin City","70 - 74 years","Number","98"
"Population","2011","General health - Very Bad","Female","Dublin City","75 - 79 years","Number","98"
"Population","2011","General health - Very Bad","Female","Dublin City","80 - 84 years","Number","114"
"Population","2011","General health - Very Bad","Female","Dublin City","85 years and over","Number","115"
"Population","2011","General health - Very Bad","Female","Donegal","All ages","Number","249"
"Population","2011","General health - Very Bad","Female","Donegal","0 - 4 years","Number","2"
"Population","2011","General health - Very Bad","Female","Donegal","5 - 9 years","Number","0"
"Population","2011","General health - Very Bad","Female","Donegal","10 - 14 years","Number","1"
"Population","2011","General health - Very Bad","Female","Donegal","15 - 19 years","Number","4"
"Population","2011","General health - Very Bad","Female","Donegal","20 - 24 years","Number","2"
"Population","2011","General health - Very Bad","Female","Donegal","25 - 29 years","Number","7"
"Population","2011","General health - Very Bad","Female","Donegal","30 - 34 years","Number","4"
"Population","2011","General health - Very Bad","Female","Donegal","35 - 39 years","Number","4"
"Population","2011","General health - Very Bad","Female","Donegal","40 - 44 years","Number","18"
"Population","2011","General health - Very Bad","Female","Donegal","45 - 49 years","Number","14"
"Population","2011","General health - Very Bad","Female","Donegal","50 - 54 years","Number","11"
"Population","2011","General health - Very Bad","Female","Donegal","55 - 59 years","Number","24"
"Population","2011","General health - Very Bad","Female","Donegal","60 - 64 years","Number","23"
"Population","2011","General health - Very Bad","Female","Donegal","65 - 69 years","Number","16"
"Population","2011","General health - Very Bad","Female","Donegal","70 - 74 years","Number","25"
"Population","2011","General health - Very Bad","Female","Donegal","75 - 79 years","Number","25"
"Population","2011","General health - Very Bad","Female","Donegal","80 - 84 years","Number","22"
"Population","2011","General health - Very Bad","Female","Donegal","85 years and over","Number","47"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","All ages","Number","276"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","0 - 4 years","Number","4"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","5 - 9 years","Number","3"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","10 - 14 years","Number","1"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","15 - 19 years","Number","0"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","20 - 24 years","Number","2"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","25 - 29 years","Number","3"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","30 - 34 years","Number","10"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","35 - 39 years","Number","7"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","40 - 44 years","Number","8"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","45 - 49 years","Number","7"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","50 - 54 years","Number","16"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","55 - 59 years","Number","23"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","60 - 64 years","Number","21"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","65 - 69 years","Number","30"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","70 - 74 years","Number","21"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","75 - 79 years","Number","36"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","80 - 84 years","Number","34"
"Population","2011","General health - Very Bad","Female","Dún Laoghaire-Rathdown","85 years and over","Number","50"
"Population","2011","General health - Very Bad","Female","Fingal","All ages","Number","288"
"Population","2011","General health - Very Bad","Female","Fingal","0 - 4 years","Number","4"
"Population","2011","General health - Very Bad","Female","Fingal","5 - 9 years","Number","4"
"Population","2011","General health - Very Bad","Female","Fingal","10 - 14 years","Number","5"
"Population","2011","General health - Very Bad","Female","Fingal","15 - 19 years","Number","5"
"Population","2011","General health - Very Bad","Female","Fingal","20 - 24 years","Number","3"
"Population","2011","General health - Very Bad","Female","Fingal","25 - 29 years","Number","3"
"Population","2011","General health - Very Bad","Female","Fingal","30 - 34 years","Number","8"
"Population","2011","General health - Very Bad","Female","Fingal","35 - 39 years","Number","19"
"Population","2011","General health - Very Bad","Female","Fingal","40 - 44 years","Number","16"
"Population","2011","General health - Very Bad","Female","Fingal","45 - 49 years","Number","25"
"Population","2011","General health - Very Bad","Female","Fingal","50 - 54 years","Number","17"
"Population","2011","General health - Very Bad","Female","Fingal","55 - 59 years","Number","27"
"Population","2011","General health - Very Bad","Female","Fingal","60 - 64 years","Number","29"
"Population","2011","General health - Very Bad","Female","Fingal","65 - 69 years","Number","23"
"Population","2011","General health - Very Bad","Female","Fingal","70 - 74 years","Number","17"
"Population","2011","General health - Very Bad","Female","Fingal","75 - 79 years","Number","24"
"Population","2011","General health - Very Bad","Female","Fingal","80 - 84 years","Number","28"
"Population","2011","General health - Very Bad","Female","Fingal","85 years and over","Number","31"
"Population","2011","General health - Very Bad","Female","Galway City","All ages","Number","100"
"Population","2011","General health - Very Bad","Female","Galway City","0 - 4 years","Number","3"
"Population","2011","General health - Very Bad","Female","Galway City","5 - 9 years","Number","0"
"Population","2011","General health - Very Bad","Female","Galway City","10 - 14 years","Number","0"
"Population","2011","General health - Very Bad","Female","Galway City","15 - 19 years","Number","2"
"Population","2011","General health - Very Bad","Female","Galway City","20 - 24 years","Number","1"
"Population","2011","General health - Very Bad","Female","Galway City","25 - 29 years","Number","4"
"Population","2011","General health - Very Bad","Female","Galway City","30 - 34 years","Number","2"
"Population","2011","General health - Very Bad","Female","Galway City","35 - 39 years","Number","4"
"Population","2011","General health - Very Bad","Female","Galway City","40 - 44 years","Number","4"
"Population","2011","General health - Very Bad","Female","Galway City","45 - 49 years","Number","4"
"Population","2011","General health - Very Bad","Female","Galway City","50 - 54 years","Number","7"
"Population","2011","General health - Very Bad","Female","Galway City","55 - 59 years","Number","15"
"Population","2011","General health - Very Bad","Female","Galway City","60 - 64 years","Number","8"
"Population","2011","General health - Very Bad","Female","Galway City","65 - 69 years","Number","6"
"Population","2011","General health - Very Bad","Female","Galway City","70 - 74 years","Number","9"
"Population","2011","General health - Very Bad","Female","Galway City","75 - 79 years","Number","8"
"Population","2011","General health - Very Bad","Female","Galway City","80 - 84 years","Number","13"
"Population","2011","General health - Very Bad","Female","Galway City","85 years and over","Number","10"
"Population","2011","General health - Very Bad","Female","Galway County","All ages","Number","248"
"Population","2011","General health - Very Bad","Female","Galway County","0 - 4 years","Number","2"
"Population","2011","General health - Very Bad","Female","Galway County","5 - 9 years","Number","2"
"Population","2011","General health - Very Bad","Female","Galway County","10 - 14 years","Number","2"
"Population","2011","General health - Very Bad","Female","Galway County","15 - 19 years","Number","5"
"Population","2011","General health - Very Bad","Female","Galway County","20 - 24 years","Number","1"
"Population","2011","General health - Very Bad","Female","Galway County","25 - 29 years","Number","4"
"Population","2011","General health - Very Bad","Female","Galway County","30 - 34 years","Number","5"
"Population","2011","General health - Very Bad","Female","Galway County","35 - 39 years","Number","7"
"Population","2011","General health - Very Bad","Female","Galway County","40 - 44 years","Number","14"
"Population","2011","General health - Very Bad","Female","Galway County","45 - 49 years","Number","9"
"Population","2011","General health - Very Bad","Female","Galway County","50 - 54 years","Number","22"
"Population","2011","General health - Very Bad","Female","Galway County","55 - 59 years","Number","17"
"Population","2011","General health - Very Bad","Female","Galway County","60 - 64 years","Number","17"
"Population","2011","General health - Very Bad","Female","Galway County","65 - 69 years","Number","17"
"Population","2011","General health - Very Bad","Female","Galway County","70 - 74 years","Number","23"
"Population","2011","General health - Very Bad","Female","Galway County","75 - 79 years","Number","28"
"Population","2011","General health - Very Bad","Female","Galway County","80 - 84 years","Number","22"
"Population","2011","General health - Very Bad","Female","Galway County","85 years and over","Number","51"
"Population","2011","General health - Very Bad","Female","Kildare","All ages","Number","245"
"Population","2011","General health - Very Bad","Female","Kildare","0 - 4 years","Number","2"
"Population","2011","General health - Very Bad","Female","Kildare","5 - 9 years","Number","0"
"Population","2011","General health - Very Bad","Female","Kildare","10 - 14 years","Number","2"
"Population","2011","General health - Very Bad","Female","Kildare","15 - 19 years","Number","3"
"Population","2011","General health - Very Bad","Female","Kildare","20 - 24 years","Number","4"
"Population","2011","General health - Very Bad","Female","Kildare","25 - 29 years","Number","5"
"Population","2011","General health - Very Bad","Female","Kildare","30 - 34 years","Number","12"
"Population","2011","General health - Very Bad","Female","Kildare","35 - 39 years","Number","5"
"Population","2011","General health - Very Bad","Female","Kildare","40 - 44 years","Number","9"
"Population","2011","General health - Very Bad","Female","Kildare","45 - 49 years","Number","18"
"Population","2011","General health - Very Bad","Female","Kildare","50 - 54 years","Number","24"
"Population","2011","General health - Very Bad","Female","Kildare","55 - 59 years","Number","18"
"Population","2011","General health - Very Bad","Female","Kildare","60 - 64 years","Number","20"
"Population","2011","General health - Very Bad","Female","Kildare","65 - 69 years","Number","21"
"Population","2011","General health - Very Bad","Female","Kildare","70 - 74 years","Number","17"
"Population","2011","General health - Very Bad","Female","Kildare","75 - 79 years","Number","19"
"Population","2011","General health - Very Bad","Female","Kildare","80 - 84 years","Number","18"
"Population","2011","General health - Very Bad","Female","Kildare","85 years and over","Number","48"
"Population","2011","General health - Very Bad","Female","Kilkenny","All ages","Number","120"
"Population","2011","General health - Very Bad","Female","Kilkenny","0 - 4 years","Number","0"
"Population","2011","General health - Very Bad","Female","Kilkenny","5 - 9 years","Number","1"
"Population","2011","General health - Very Bad","Female","Kilkenny","10 - 14 years","Number","2"
"Population","2011","General health - Very Bad","Female","Kilkenny","15 - 19 years","Number","1"
"Population","2011","General health - Very Bad","Female","Kilkenny","20 - 24 years","Number","3"
"Population","2011","General health - Very Bad","Female","Kilkenny","25 - 29 years","Number","0"
"Population","2011","General health - Very Bad","Female","Kilkenny","30 - 34 years","Number","3"
"Population","2011","General health - Very Bad","Female","Kilkenny","35 - 39 years","Number","3"
"Population","2011","General health - Very Bad","Female","Kilkenny","40 - 44 years","Number","1"
"Population","2011","General health - Very Bad","Female","Kilkenny","45 - 49 years","Number","8"
"Population","2011","General health - Very Bad","Female","Kilkenny","50 - 54 years","Number","8"
"Population","2011","General health - Very Bad","Female","Kilkenny","55 - 59 years","Number","17"
"Population","2011","General health - Very Bad","Female","Kilkenny","60 - 64 years","Number","4"
"Population","2011","General health - Very Bad","Female","Kilkenny","65 - 69 years","Number","11"
"Population","2011","General health - Very Bad","Female","Kilkenny","70 - 74 years","Number","11"
"Population","2011","General health - Very Bad","Female","Kilkenny","75 - 79 years","Number","13"
"Population","2011","General health - Very Bad","Female","Kilkenny","80 - 84 years","Number","8"
"Population","2011","General health - Very Bad","Female","Kilkenny","85 years and over","Number","26"
"Population","2011","General health - Very Bad","Female","Kerry","All ages","Number","203"
"Population","2011","General health - Very Bad","Female","Kerry","0 - 4 years","Number","0"
"Population","2011","General health - Very Bad","Female","Kerry","5 - 9 years","Number","1"
"Population","2011","General health - Very Bad","Female","Kerry","10 - 14 years","Number","2"
"Population","2011","General health - Very Bad","Female","Kerry","15 - 19 years","Number","4"
"Population","2011","General health - Very Bad","Female","Kerry","20 - 24 years","Number","4"
"Population","2011","General health - Very Bad","Female","Kerry","25 - 29 years","Number","6"
"Population","2011","General health - Very Bad","Female","Kerry","30 - 34 years","Number","4"
"Population","2011","General health - Very Bad","Female","Kerry","35 - 39 years","Number","4"
"Population","2011","General health - Very Bad","Female","Kerry","40 - 44 years","Number","10"
"Population","2011","General health - Very Bad","Female","Kerry","45 - 49 years","Number","14"
"Population","2011","General health - Very Bad","Female","Kerry","50 - 54 years","Number","18"
"Population","2011","General health - Very Bad","Female","Kerry","55 - 59 years","Number","14"
"Population","2011","General health - Very Bad","Female","Kerry","60 - 64 years","Number","14"
"Population","2011","General health - Very Bad","Female","Kerry","65 - 69 years","Number","15"
"Population","2011","General health - Very Bad","Female","Kerry","70 - 74 years","Number","14"
"Population","2011","General health - Very Bad","Female","Kerry","75 - 79 years","Number","12"
"Population","2011","General health - Very Bad","Female","Kerry","80 - 84 years","Number","30"
"Population","2011","General health - Very Bad","Female","Kerry","85 years and over","Number","37"
"Population","2011","General health - Very Bad","Female","Longford","All ages","Number","68"
"Population","2011","General health - Very Bad","Female","Longford","0 - 4 years","Number","0"
"Population","2011","General health - Very Bad","Female","Longford","5 - 9 years","Number","0"
"Population","2011","General health - Very Bad","Female","Longford","10 - 14 years","Number","1"
"Population","2011","General health - Very Bad","Female","Longford","15 - 19 years","Number","3"
"Population","2011","General health - Very Bad","Female","Longford","20 - 24 years","Number","0"
"Population","2011","General health - Very Bad","Female","Longford","25 - 29 years","Number","4"
"Population","2011","General health - Very Bad","Female","Longford","30 - 34 years","Number","2"
"Population","2011","General health - Very Bad","Female","Longford","35 - 39 years","Number","4"
"Population","2011","General health - Very Bad","Female","Longford","40 - 44 years","Number","1"
"Population","2011","General health - Very Bad","Female","Longford","45 - 49 years","Number","3"
"Population","2011","General health - Very Bad","Female","Longford","50 - 54 years","Number","5"
"Population","2011","General health - Very Bad","Female","Longford","55 - 59 years","Number","4"
"Population","2011","General health - Very Bad","Female","Longford","60 - 64 years","Number","12"
"Population","2011","General health - Very Bad","Female","Longford","65 - 69 years","Number","7"
"Population","2011","General health - Very Bad","Female","Longford","70 - 74 years","Number","2"
"Population","2011","General health - Very Bad","Female","Longford","75 - 79 years","Number","4"
"Population","2011","General health - Very Bad","Female","Longford","80 - 84 years","Number","9"
"Population","2011","General health - Very Bad","Female","Longford","85 years and over","Number","7"
"Population","2011","General health - Very Bad","Female","Louth","All ages","Number","192"
"Population","2011","General health - Very Bad","Female","Louth","0 - 4 years","Number","1"
"Population","2011","General health - Very Bad","Female","Louth","5 - 9 years","Number","2"
"Population","2011","General health - Very Bad","Female","Louth","10 - 14 years","Number","2"
"Population","2011","General health - Very Bad","Female","Louth","15 - 19 years","Number","1"
"Population","2011","General health - Very Bad","Female","Louth","20 - 24 years","Number","3"
"Population","2011","General health - Very Bad","Female","Louth","25 - 29 years","Number","2"
